id,category,type,question,options,answer,explanation,analysis,score,codeId,remarks,Description
626,“十不干”禁令,多选题,依据《国家电网公司关于印发生产现场作业“十不干”的通知》（国家电网安质〔2018〕21号），生产现场作业“十不干”禁令释义，擅自（    ）、（    ），将使作业人员脱离原有安全措施保护范围，极易引发人身触电等安全事故。,"{""A"": ""扩大工作范围"", ""B"": ""变更作业人员"", ""C"": ""增加或变更工作任务"", ""D"": ""改变工作时间""}",AC,"国家电网公司关于印发生产现场作业“十不干”的通知（国家电网安质〔2018〕21号）
“十不干”释义之四",,2,,,
627,“十不干”禁令,多选题,依据《国家电网公司关于印发生产现场作业“十不干”的通知》（国家电网安质〔2018〕21号），生产现场作业“十不干”禁令释义，（    ）、（    ）、（    ）等工作环境比较复杂，同时又是一个相对密闭的空间，容易聚集易燃易爆及有毒气体。,"{""A"": ""高压室"", ""B"": ""电缆井"", ""C"": ""电缆隧道"", ""D"": ""深度超过2m的基坑、沟（槽）内""}",BCD,"国家电网公司关于印发生产现场作业“十不干”的通知（国家电网安质〔2018〕21号）
“十不干”释义之九",,2,,,
628,“十不干”禁令,多选题,依据《国家电网公司关于印发生产现场作业“十不干”的通知》（国家电网安质〔2018〕21号），生产现场作业“十不干”禁令释义，作业过程中（    ）、（    ）应始终在工作现场认真监护。,"{""A"": ""工作票签发人"", ""B"": ""工作负责人"", ""C"": ""专责监护人"", ""D"": ""工作许可人""}",BC,"国家电网公司关于印发生产现场作业“十不干”的通知（国家电网安质〔2018〕21号）
“十不干”释义之十",,2,,,
629,“十不干”禁令,判断题,依据《国家电网公司关于印发生产现场作业“十不干”的通知》（国家电网安质〔2018〕21号），生产现场作业“十不干”禁令释义，“四不两直”督查人员不在现场的不干。（    ）,"{""A"": ""正确"", ""B"": ""错误""}",B,"国家电网公司关于印发生产现场作业“十不干”的通知（国家电网安质〔2018〕21号）
“十不干”之十
“工作负责人（专责监护人）不在现场的不干”",工作负责人（专责监护人）不在现场的不干,0.5,,,
630,“十不干”禁令,判断题,依据《国家电网公司关于印发生产现场作业“十不干”的通知》（国家电网安质〔2018〕21号），生产现场作业“十不干”禁令释义，不得使用不合格的或超出检验期的安全工器具。（    ）,"{""A"": ""正确"", ""B"": ""错误""}",A,"国家电网公司关于印发生产现场作业“十不干”的通知（国家电网安质〔2018〕21号）
“十不干”释义之六",,0.5,,,
631,“十不干”禁令,判断题,依据《国家电网公司关于印发生产现场作业“十不干”的通知》（国家电网安质〔2018〕21号），生产现场作业“十不干”禁令释义，工作负责人（作业负责人、专责监护人）应全程在现场认真监护。工作期间工作负责人暂时离开作业现场时，应指定能胜任的人员临时代替，并告知工作班成员。长时间离开作业现场时，应由原工作票签发人变更工作负责人，并告知全体作业人员及工作许可人。（    ）,"{""A"": ""正确"", ""B"": ""错误""}",A,"国家电网公司关于印发生产现场作业“十不干”的通知（国家电网安质〔2018〕21号）
“十不干”释义之十",,0.5,,,
632,“十不干”禁令,判断题,依据《国家电网公司关于印发生产现场作业“十不干”的通知》（国家电网安质〔2018〕21号）生产现场作业“十不干”要求、《国网安监部关于优化调整严重违章查治工作的通知》规定，无日计划作业，以及无票作业，均属于严重违章。（    ）,"{""A"": ""正确"", ""B"": ""错误""}",A,《国网安监部关于优化调整严重违章查治工作的通知》(安监二〔2024〕4号）严重违章及条款1 条款6,,0.5,,,
633,“十不干”禁令,判断题,依据《国家电网公司关于印发生产现场作业“十不干”的通知》（国家电网安质〔2018〕21号）生产现场作业“十不干”要求、《国网安监部关于优化调整严重违章查治工作的通知》规定，作业点未在接地保护范围，属于严重行为违章。（    ）,"{""A"": ""正确"", ""B"": ""错误""}",A,《国网安监部关于优化调整严重违章查治工作的通知》（安监二〔2024〕24号）严重违章及条款4,,0.5,,,
634,“十不干”禁令,判断题,依据《国家电网公司关于印发生产现场作业“十不干”的通知》（国家电网安质〔2018〕21号）生产现场作业“十不干”要求、《国网安监部关于优化调整严重违章查治工作的通知》规定，漏挂接地线或漏合接地刀闸，属于严重违章。（    ）,"{""A"": ""正确"", ""B"": ""错误""}",A,《国网安监部关于优化调整严重违章查治工作的通知》（安监二〔2024〕24号）严重违章及条款4,,0.5,,,
635,“十不干”禁令,简答题,《国家电网公司关于印发生产现场作业“十不干”的通知》（国家电网安质〔2018〕21号）规定，生产现场作业“十不干”的内容有哪些？,{},无票的不干；工作任务、危险点不清楚的不干；危险点控制措施未落实的不干；超出作业范围未经审批的不干；未在接地保护范围内的不干；现场安全措施布置不到位、安全工器具不合格的不干；杆塔根部、基础和拉线不牢固的不干；高处作业防坠落措施不完善的不干；有限空间内气体含量未经检测或检测不合格的不干；工作负责人（专责监护人）不在现场的不干。,"国家电网公司关于印发生产现场作业“十不干”的通知（国家电网安质〔2018〕21号）
“十不干”",,\,,,
636,《刑法》修正案（十一）,单选题,某电力公司的安全设施不符合国家规定，造成2名工人在进行电缆管道维修作业时死亡。根据《刑法》修正案（十一）及相关司法解释，关于犯罪主体及其罪名的说法，正确的是（    ）。,"{""A"": ""电力公司直接责任人员涉嫌构成重大责任事故罪"", ""B"": ""电力公司直接负责人的主管人员涉嫌构成重大劳动安全事故罪"", ""C"": ""电力公司负责人涉嫌构成强令违章冒险作业罪"", ""D"": ""电力公司安全管理人员涉嫌构成重大责任事故罪""}",B,《刑法》第一百三十五条,,1,,,第一百三十五条　安全生产设施或者安全生产条件不符合国家规定，因而发生重大伤亡事故或者造成其他严重后果的，对直接负责的主管人员和其他直接责任人员，处三年以下有期徒刑或者拘役；情节特别恶劣的，处三年以上七年以下有期徒刑。
637,《刑法》修正案（十一）,单选题,某电力建设公司的安全生产条件不符合国家规定，导致施工现场发生了重大伤亡事故。根据《刑法》修正案（十一）及相关司法解释，该单位相关负责人涉嫌构成（    ）。,"{""A"": ""重大责任事故罪"", ""B"": ""玩忽职守罪"", ""C"": ""重大劳动安全事故罪"", ""D"": ""强令违章冒险作业罪""}",C,《刑法》第一百三十五条,,1,,,第一百三十五条　安全生产设施或者安全生产条件不符合国家规定，因而发生重大伤亡事故或者造成其他严重后果的，对直接负责的主管人员和其他直接责任人员，处三年以下有期徒刑或者拘役；情节特别恶劣的，处三年以上七年以下有期徒刑。
638,《刑法》修正案（十一）,单选题,根据《刑法》修正案（十一）规定，失火罪处以（    ）年有期徒刑。,"{""A"": ""1-2年"", ""B"": ""2-3年"", ""C"": ""3-7年""}",C,《刑法》第一百一十五条,,1,,,"第一百一十五条　放火、决水、爆炸以及投放毒害性、放射性、传染病病原体等物质或者以其他危险方法致人重伤、死亡或者使公私财产遭受重大损失的，处十年以上有期徒刑、无期徒刑或者死刑。
过失犯前款罪的，处三年以上七年以下有期徒刑；情节较轻的，处三年以下有期徒刑或者拘役。"
639,《刑法》修正案（十一）,单选题,《刑法》修正案（十一）一百三十四条第二款，强令他人违章冒险作业，因而发生重大伤亡事故或者造成其他严重后果，处（    ）以下有期徒刑或者拘役。,"{""A"": ""一年"", ""B"": ""三年"", ""C"": ""五年""}",C,《刑法修正案》（十一）将刑法第一百三十四条修改,,1,,,"第一百三十四条　在生产、作业中违反有关安全管理的规定，因而发生重大伤亡事故或者造成其他严重后果的，处三年以下有期徒刑或者拘役；情节特别恶劣的，处三年以上七年以下有期徒刑。
强令他人违章冒险作业，或者明知存在重大事故隐患而不排除，仍冒险组织作业，因而发生重大伤亡事故或者造成其他严重后果的，处五年以下有期徒刑或者拘役；情节特别恶劣的，处五年以上有期徒刑。"
640,《刑法》修正案（十一）,单选题,《刑法》修正案（十一）规定，对于强令他人违章冒险作业，因而发生重大伤亡事故或者造成其他严重后果，情节特别恶劣的，处（    ）年以上有期徒刑。,"{""A"": ""1"", ""B"": ""2"", ""C"": ""3"", ""D"": ""5""}",D,《刑法修正案》（十一）将刑法第一百三十四条修改,,1,,,"第一百三十四条　在生产、作业中违反有关安全管理的规定，因而发生重大伤亡事故或者造成其他严重后果的，处三年以下有期徒刑或者拘役；情节特别恶劣的，处三年以上七年以下有期徒刑。
强令他人违章冒险作业，或者明知存在重大事故隐患而不排除，仍冒险组织作业，因而发生重大伤亡事故或者造成其他严重后果的，处五年以下有期徒刑或者拘役；情节特别恶劣的，处五年以上有期徒刑。"
641,《刑法》修正案（十一）,单选题,为保护人民群众生命财产安全，依法打击严重安全生产违法行为，《中华人民共和国刑法修正案(十一)》新增危险作业罪。下列行为中，涉嫌构成危险作业罪的是（    ）。,"{""A"": ""某企业员工李某破坏本企业防爆报警装置，具有发生重大伤亡事故的现实危险"", ""B"": ""某煤矿企业为逃避监管，矿长指示员工销毁超产能信息"", ""C"": ""某企业存在重大事故隐患被责令停产停业，主要负责人拒不不执行"", ""D"": ""某企业未取得危险化学品安全生产许可证，安排职工进行危险化学品生产""}",A,《刑法修正案》（十一）在刑法第一百三十四条后增加一条，作为第一百三十四条之一,,1,,,"第一百三十四条之一　在生产、作业中违反有关安全管理的规定，有下列情形之一，具有发生重大伤亡事故或者其他严重后果的现实危险的，处一年以下有期徒刑、拘役或者管制：
（一）关闭、破坏直接关系生产安全的监控、报警、防护、救生设备、设施，或者篡改、隐瞒、销毁其相关数据、信息的；
（二）因存在重大事故隐患被依法责令停产停业、停止施工、停止使用有关设备、设施、场所或者立即采取排除危险的整改措施，而拒不执行的；
（三）涉及安全生产的事项未经依法批准或者许可，擅自从事矿山开采、金属冶炼、建筑施工，以及危险物品生产、经营、储存等高度危险的生产作业活动的。"
642,《刑法》修正案（十一）,单选题,近年来，在生产、作业过程中违反安全管理制度事件频发，不仅对生产、作业人员，而且对其他不特定多数人的生命、健康和财产安全产生较大隐患，这种隐患一旦转化为安全生产事故，将造成难以估量的损失。为保护人民群众生命财产安全，依法打击严重安全生产违法行为，《中华人民共和国刑法修正案(十一)》新增危险作业罪。下列行为中，涉嫌构成危险作业罪的是（    ）。,"{""A"": ""某企业员工张三疏忽大意关闭报警装置"", ""B"": ""某企业涉及安全生产的事项未经依法批准或许可，擅自储存经营易制爆危险化学品等高度危险的生产作业活动，具有发生重大伤亡事故或其他严重后果的现实危险的"", ""C"": ""某企业未取得危险化学品经营许可证，进行危险化学品经营"", ""D"": ""某煤矿存在重大事故隐患被责令停止使用有关设备、设施，矿长拒不执行""}",B,《刑法修正案》（十一）在刑法第一百三十四条后增加一条，作为第一百三十四条之一,,1,,,"第一百三十四条之一　在生产、作业中违反有关安全管理的规定，有下列情形之一，具有发生重大伤亡事故或者其他严重后果的现实危险的，处一年以下有期徒刑、拘役或者管制：
（一）关闭、破坏直接关系生产安全的监控、报警、防护、救生设备、设施，或者篡改、隐瞒、销毁其相关数据、信息的；
（二）因存在重大事故隐患被依法责令停产停业、停止施工、停止使用有关设备、设施、场所或者立即采取排除危险的整改措施，而拒不执行的；
（三）涉及安全生产的事项未经依法批准或者许可，擅自从事矿山开采、金属冶炼、建筑施工，以及危险物品生产、经营、储存等高度危险的生产作业活动的。"
643,《刑法》修正案（十一）,多选题,事故单位的责任人和对事故负有监管职责的人员在事故发生后弄虚作假，贻误事故抢救，应承担相应的法律责任。根据《刑法》修正案（十一）及相关司法解释，关于不报、谎报安全事故罪犯罪情形，应当认定为情节特别严重的有（    ）。,"{""A"": ""导致事故后果扩大增加死亡3人以上的"", ""B"": ""导致事故后果扩大增加重伤10人以上的"", ""C"": ""采用暴力、胁迫、命令等方式阻止他人报告事故情况，导致事故后果扩大的"", ""D"": ""导致事故后果扩大增加死亡2人以下的"", ""E"": ""导致事故后果扩大增加经济损失500万元以上的""}",ABC,《刑法》第一百三十九条,,2,,,第一百三十九条之一　在安全事故发生后，负有报告职责的人员不报或者谎报事故情况，贻误事故抢救，情节严重的，处三年以下有期徒刑或者拘役；情节特别严重的，处三年以上七年以下有期徒刑。
644,《刑法》修正案（十一）,多选题,某矿山现场指挥作业的负责人赵某在未采取足够安全保障措施的情况下，不顾工人的反对意见，强令工人从事爆破作业，造成1人死亡、5人重伤的事故。赵某未按照规定进行事故报告，和公安机关玩“失踪”，5名重伤人员中又有3人死亡。依据《最高人民法院、最高人民检察院关于办理危害生产安全刑事案件适用法律若干问题的解释》，下列关于赵某的行为涉嫌构成的罪名是（    ）。,"{""A"": ""强令、组织他人违章冒险作业罪"", ""B"": ""重大责任事故罪"", ""C"": ""重大劳动安全事故罪"", ""D"": ""工程重大安全事故罪"", ""E"": ""不报、谎报安全事故罪""}",AE,《刑法修正案》（十一）将刑法第一百三十四条修改,,2,,,"第一百三十四条　在生产、作业中违反有关安全管理的规定，因而发生重大伤亡事故或者造成其他严重后果的，处三年以下有期徒刑或者拘役；情节特别恶劣的，处三年以上七年以下有期徒刑。
强令他人违章冒险作业，或者明知存在重大事故隐患而不排除，仍冒险组织作业，因而发生重大伤亡事故或者造成其他严重后果的，处五年以下有期徒刑或者拘役；情节特别恶劣的，处五年以上有期徒刑。
第一百三十九条之一　在安全事故发生后，负有报告职责的人员不报或者谎报事故情况，贻误事故抢救，情节严重的，处三年以下有期徒刑或者拘役；情节特别严重的，处三年以上七年以下有期徒刑。"
645,《刑法》修正案（十一）,多选题,事故单位的责任人和对事故负有监管职责的人员在事故发生后弄虚作假，贻误事故抢救，应承担相应的法律责任。根据《刑法》修正案（十一）及相关司法解释，关于不报、谎报安全事故犯罪情形，应当认定为情节特别严重的有（    ）。,"{""A"": ""在事故抢救期间擅离职守或者逃匿的"", ""B"": ""导致事故后果扩大增加重伤10人以上的"", ""C"": ""采用胁迫等方式阻止他人报告事故情况，导致事故后果扩大的"", ""D"": ""伪造、破坏事故现场，或者转移、藏匿、毁灭遇难人员尸体，或者转移、藏匿受伤人员的"", ""E"": ""导致事故后果扩大增加经济损失500万元以上的""}",BC,《刑法》第一百三十九条,,2,,,第一百三十九条之一　在安全事故发生后，负有报告职责的人员不报或者谎报事故情况，贻误事故抢救，情节严重的，处三年以下有期徒刑或者拘役；情节特别严重的，处三年以上七年以下有期徒刑。
646,《刑法》修正案（十一）,多选题,《刑法》修正案（十一）规定，生产经营单位有下列（    ）行为之一的，责令限期改正，构成犯罪的，依照刑法有关规定追究刑事责任。,"{""A"": ""未建立事故隐患排查治理制度，或者重大事故隐患排查治理情况未按照规定报告的"", ""B"": ""未建立安全风险分级管控制度或者未按照安全风险分级采取相应管控措施的"", ""C"": ""进行爆破、吊装、动火、临时用电以及国务院应急管理部门会同国务院有关部门规定的其他危险作业，未安排专门人员进行现场安全管理的"", ""D"": ""对重大危险源未登记建档，未进行定期检测、评估、监控，未制定应急预案，或者未告知应急措施的""}",ABCD,《刑法修正案》（十一）在刑法第一百三十四条后增加一条，作为第一百三十四条之一,,2,,,"第一百三十四条之一　在生产、作业中违反有关安全管理的规定，有下列情形之一，具有发生重大伤亡事故或者其他严重后果的现实危险的，处一年以下有期徒刑、拘役或者管制：
（一）关闭、破坏直接关系生产安全的监控、报警、防护、救生设备、设施，或者篡改、隐瞒、销毁其相关数据、信息的；
（二）因存在重大事故隐患被依法责令停产停业、停止施工、停止使用有关设备、设施、场所或者立即采取排除危险的整改措施，而拒不执行的；
（三）涉及安全生产的事项未经依法批准或者许可，擅自从事矿山开采、金属冶炼、建筑施工，以及危险物品生产、经营、储存等高度危险的生产作业活动的。"
647,《刑法》修正案（十一）,判断题,《刑法修正案（十一）》规定，强令他人违章冒险作业，或者明知存在重大事故隐患而不排除，仍冒险组织作业，因而发生重大伤亡事故或者造成其他严重后果的，处五年以下有期徒刑或者拘役；情节特别恶劣的，处五年以上有期徒刑。,"{""A"": ""正确"", ""B"": ""错误""}",A,《刑法修正案》（十一）将刑法第一百三十四条修改,,0.5,,,"第一百三十四条　在生产、作业中违反有关安全管理的规定，因而发生重大伤亡事故或者造成其他严重后果的，处三年以下有期徒刑或者拘役；情节特别恶劣的，处三年以上七年以下有期徒刑。
强令他人违章冒险作业，或者明知存在重大事故隐患而不排除，仍冒险组织作业，因而发生重大伤亡事故或者造成其他严重后果的，处五年以下有期徒刑或者拘役；情节特别恶劣的，处五年以上有期徒刑。"
648,《刑法》修正案（十一）,判断题,依据《刑法修正案（十一）》规定，在生产、作业中违反有关安全管理的规定，具有发生重大伤亡事故或者其他严重后果的现实危险的，构成危险作业罪，处一年以下有期徒刑、拘役或者管制。,"{""A"": ""正确"", ""B"": ""错误""}",A,《刑法修正案》（十一）在刑法第一百三十四条后增加一条，作为第一百三十四条之一,,0.5,,,"第一百三十四条之一　在生产、作业中违反有关安全管理的规定，有下列情形之一，具有发生重大伤亡事故或者其他严重后果的现实危险的，处一年以下有期徒刑、拘役或者管制：
（一）关闭、破坏直接关系生产安全的监控、报警、防护、救生设备、设施，或者篡改、隐瞒、销毁其相关数据、信息的；
（二）因存在重大事故隐患被依法责令停产停业、停止施工、停止使用有关设备、设施、场所或者立即采取排除危险的整改措施，而拒不执行的；
（三）涉及安全生产的事项未经依法批准或者许可，擅自从事矿山开采、金属冶炼、建筑施工，以及危险物品生产、经营、储存等高度危险的生产作业活动的。"
649,《刑法》修正案（十一）,单选题,依据《刑法修正案（十一）》规定，从建筑物或者其他高空抛掷物品，情节严重的，处（  ）以下有期徒刑、拘役或者管制，并处或者单处罚金。,"{""A"": ""1年"", ""B"": ""2年"", ""C"": ""3年"", ""D"": ""半年""}",A,《刑法修正案》（十一）将刑法第二百九十一条之二修改,,1,,,"第二百九十一条之二　从建筑物或者其他高空抛掷物品，情节严重的，处一年以下有期徒刑、拘役或者管制，并处或者单处罚金。
有前款行为，同时构成其他犯罪的，依照处罚较重的规定定罪处罚。"
650,《刑法》修正案（十一）,多选题,依据《刑法修正案（十一）》规定，某公司工作人员，利用职务上的便利，（）他人财物或者（）他人财物，为他人（）利益，数额较大的，处三年以下有期徒刑或者拘役，并处罚金；数额巨大或者有其他严重情节的，处三年以上十年以下有期徒刑，并处罚金；数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑或者无期徒刑，并处罚金。,"{""A"": ""索取"", ""B"": ""非法收受"", ""C"": ""谋取"", ""D"": ""收受""}",ABC,《刑法修正案》（十一）将刑法刑法第一百六十三条第一款修改,,1,,,刑法第一百六十三条第一款修改为：“公司、企业或者其他单位的工作人员，利用职务上的便利，索取他人财物或者非法收受他人财物，为他人谋取利益，数额较大的，处三年以下有期徒刑或者拘役，并处罚金；数额巨大或者有其他严重情节的，处三年以上十年以下有期徒刑，并处罚金；数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑或者无期徒刑，并处罚金。”
651,《刑法》修正案（十一）,单选题,依据《刑法修正案（十一）》规定，某企业被责令停用故障设备，未整改仍继续运行故障设备，且未安排专人监管，存在重大伤亡现实危险，构成（ ）。,"{""A"": ""危险作业罪"", ""B"": ""重大责任事故罪"", ""C"": ""强令冒险作业罪"", ""D"": ""重大劳动安全事故罪""}",A,《刑法修正案》（十一）在刑法第一百三十四条后增加一条，作为第一百三十四条之一,,1,,,"第一百三十四条之一　在生产、作业中违反有关安全管理的规定，有下列情形之一，具有发生重大伤亡事故或者其他严重后果的现实危险的，处一年以下有期徒刑、拘役或者管制：
（一）关闭、破坏直接关系生产安全的监控、报警、防护、救生设备、设施，或者篡改、隐瞒、销毁其相关数据、信息的；
（二）因存在重大事故隐患被依法责令停产停业、停止施工、停止使用有关设备、设施、场所或者立即采取排除危险的整改措施，而拒不执行的；
（三）涉及安全生产的事项未经依法批准或者许可，擅自从事矿山开采、金属冶炼、建筑施工，以及危险物品生产、经营、储存等高度危险的生产作业活动的。"
652,《刑法》修正案（十一）,判断题,依据《刑法修正案（十一）》规定，某公司员工以营利为目的，未经著作权人许可，复制发行、通过信息网络向公众传播其文字作品，违法所得数额较大，该行为涉嫌构成“侵犯著作权罪”。,"{""A"": ""正确"", ""B"": ""错误""}",A,《刑法修正案》（十一）将刑法第二百一十七条修改,,1,,,"将刑法第二百一十七条修改为：“以营利为目的，有下列侵犯著作权或者与著作权有关的权利的情形之一，违法所得数额较大或者有其他严重情节的，处三年以下有期徒刑，并处或者单处罚金；违法所得数额巨大或者有其他特别严重情节的，处三年以上十年以下有期徒刑，并处罚金：
“（一）未经著作权人许可，复制发行、通过信息网络向公众传播其文字作品、音乐、美术、视听作品、计算机软件及法律、行政法规规定的其他作品的；
“（二）出版他人享有专有出版权的图书的；
“（三）未经录音录像制作者许可，复制发行、通过信息网络向公众传播其制作的录音录像的；
“（四）未经表演者许可，复制发行录有其表演的录音录像制品，或者通过信息网络向公众传播其表演的；
“（五）制作、出售假冒他人署名的美术作品的；
“（六）未经著作权人或者与著作权有关的权利人许可，故意避开或者破坏权利人为其作品、录音录像制品等采取的保护著作权或者与著作权有关的权利的技术措施的。”"
653,《刑法》修正案（十一）,多选题,依据《刑法》规定，违反爆炸性、易燃性、放射性、毒害性、腐蚀性物品的管理规定，在（）、（）、（）、（）中发生重大事故，造成严重后果的，处三年以下有期徒刑或者拘役；后果特别严重的，处三年以上七年以下有期徒刑。,"{""A"": ""生产"", ""B"": ""储存"", ""C"": ""运输"", ""D"": ""使用""}",ABCD,《刑法》第一百三十六条,,1,,,第一百三十六条　违反爆炸性、易燃性、放射性、毒害性、腐蚀性物品的管理规定，在生产、储存、运输、使用中发生重大事故，造成严重后果的，处三年以下有期徒刑或者拘役；后果特别严重的，处三年以上七年以下有期徒刑。
654,《刑法》修正案（十一）,判断题,依据《刑法修正案（十一）》规定，某公司工作人员违反保密义务，情节严重的，处三年以下有期徒刑，并处或者单处罚金。,"{""A"": ""正确"", ""B"": ""错误""}",A,《刑法》第二百一十九条,,2,,,"第二百一十九条　有下列侵犯商业秘密行为之一，情节严重的，处三年以下有期徒刑，并处或者单处罚金；情节特别严重的，处三年以上十年以下有期徒刑，并处罚金：
“（一）以盗窃、贿赂、欺诈、胁迫、电子侵入或者其他不正当手段获取权利人的商业秘密的；
“（二）披露、使用或者允许他人使用以前项手段获取的权利人的商业秘密的；
“（三）违反保密义务或者违反权利人有关保守商业秘密的要求，披露、使用或者允许他人使用其所掌握的商业秘密的。
“明知前款所列行为，获取、披露、使用或者允许他人使用该商业秘密的，以侵犯商业秘密论。
“本条所称权利人，是指商业秘密的所有人和经商业秘密所有人许可的商业秘密使用人。"
655,《刑法》修正案（十一）,判断题,依据《刑法修正案（十一）》规定，从建筑物或者其他高空抛掷物品，情节严重的，处一年以下有期徒刑、拘役或者管制，并处或者单处罚金。,"{""A"": ""正确"", ""B"": ""错误""}",A,《刑法修正案》（十一）在刑法第二百九十一条之一后增加一条，作为第二百九十一条之二,,0.5,,,"第二百九十一条之二：“从建筑物或者其他高空抛掷物品，情节严重的，处一年以下有期徒刑、拘役或者管制，并处或者单处罚金。
“有前款行为，同时构成其他犯罪的，依照处罚较重的规定定罪处罚。”"
656,《刑法》修正案（十一）,单选题,依据《刑法修正案（十一）》规定，公司、企业或者其他单位的工作人员，利用职务上的便利，索取他人财物或者非法收受他人财物，为他人谋取利益，数额较大的，处（）,"{""A"": ""三年以下有期徒刑或者拘役，并处罚金"", ""B"": ""五年以下有期徒刑或者拘役，并处罚金"", ""C"": ""七年以下有期徒刑或者拘役，并处罚金"", ""D"": ""十年以下有期徒刑或者拘役，并处罚金""}",A,《刑法修正案》（十一）将刑法第一百六十三条修改,,1,,,第一百六十三条　公司、企业或者其他单位的工作人员，利用职务上的便利，索取他人财物或者非法收受他人财物，为他人谋取利益，数额较大的，处三年以下有期徒刑或者拘役，并处罚金；数额巨大或者有其他严重情节的，处三年以上十年以下有期徒刑，并处罚金；数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑或者无期徒刑，并处罚金。
657,作业风险点及管控措施,单选题,依据《国家电网有限公司作业风险管控工作规定》，作业安全风险，是在生产施工作业过程中，由于生产组织安排、人员作业行为、施工工艺方法、设备环境状态等因素，可能导致发生人身、电网、设备等安全事故（事件）的可能性与严重性的组合。其中（    ）涉及触电伤害、高处坠落、物体打击、机械伤害、中毒窒息等。,"{""A"": ""作业人身风险"", ""B"": ""电网事故风险"", ""C"": ""设备事故风险"", ""D"": ""信息网络事故风险""}",A,"国家电网企管〔2023〕55号　国家电网有限公司作业风险管控工作规定（国网（安监/3）1102-2022）
第二条",,1,,,
658,作业风险点及管控措施,单选题,依据《国家电网有限公司作业风险管控工作规定》，作业风险管控遵循以人身风险管控为主，按照“全面评估”、（    ）的工作原则，依托安全风险管控监督平台对作业涉及的各类风险实施全面、全过程管理。,"{""A"": ""先降后控"", ""B"": ""分级管控"", ""C"": ""先高后低"", ""D"": ""预防为主""}",B,"国家电网企管〔2023〕55号　国家电网有限公司作业风险管控工作规定（国网（安监/3）1102-2022）
第四条",,1,,,
659,作业风险点及管控措施,单选题,依据《国家电网有限公司作业风险管控工作规定》，作业班组负责落实（    ）、风险评估、“两票”执行、班前（后）会、安全交底、作业监护等安全措施和要求。,"{""A"": ""现场勘察"", ""B"": ""评估定级"", ""C"": ""风险公示"", ""D"": ""风险培训""}",A,"国家电网企管〔2023〕55号　国家电网有限公司作业风险管控工作规定（国网（安监/3）1102-2022）
第十二条",,1,,,
660,作业风险点及管控措施,单选题,依据《国家电网有限公司作业风险管控工作规定》，作业评估定级结果应在作业计划内发布，辨识分析出的危险因素应填入作业文件（包括但不限于工作票、作业票、（    ）等）内，作为风险管控措施制定的前提和依据。,"{""A"": ""三算四验五禁止"", ""B"": ""六优先九结合"", ""C"": ""三措一案"", ""D"": ""四个管住""}",C,"国家电网企管〔2023〕55号　国家电网有限公司作业风险管控工作规定（国网（安监/3）1102-2022）
第二十八条",,1,,,
661,作业风险点及管控措施,单选题,依据《国家电网有限公司作业风险管控工作规定》，各级（    ）应依据作业风险定级标准和会商会议要求，每周对作业风险定级情况进行核查，对计划管理不到位、风险定级不准确、管控措施不落实等问题纳入违章行为严肃通报考核。,"{""A"": ""业主项目部"", ""B"": ""施工项目部"", ""C"": ""安全督查中心"", ""D"": ""二级机构""}",C,"国家电网企管〔2023〕55号　国家电网有限公司作业风险管控工作规定（国网（安监/3）1102-2022）
第三十五条",,1,,,
662,作业风险点及管控措施,单选题,依据《国家电网有限公司作业风险管控工作规定》，工作票（作业票）签发人或工作负责人对有触电危险、施工复杂容易发生事故的作业，应增设（    ），确定被监护的人员和监护范围。,"{""A"": ""工作成员"", ""B"": ""到岗到位人员"", ""C"": ""安全措施"", ""D"": ""专责监护人""}",D,"国家电网企管〔2023〕55号　国家电网有限公司作业风险管控工作规定（国网（安监/3）1102-2022）
第四十四条",,1,,,
663,作业风险点及管控措施,单选题,依据《国家电网有限公司作业风险管控工作规定》，现场作业过程中，工作负责人重点抓好作业过程中（    ），应用移动作业APP检查和记录现场安全措施落实情况。,"{""A"": ""工作进度"", ""B"": ""协调管理"", ""C"": ""危险点管控"", ""D"": ""人员调配""}",C,"国家电网企管〔2023〕55号　国家电网有限公司作业风险管控工作规定（国网（安监/3）1102-2022）
第四十五条",,1,,,
664,作业风险点及管控措施,单选题,依据《国家电网有限公司作业风险管控工作规定》，三级风险作业，相关地市级单位或建设管理单位（    ）、县公司级单位负责人、二级机构负责人或专业管理部门人员应到岗到位。,"{""A"": ""专业管理部门"", ""B"": ""其他管理部门"", ""C"": ""安监部"", ""D"": ""分管领导""}",A,"国家电网企管〔2023〕55号　国家电网有限公司作业风险管控工作规定（国网（安监/3）1102-2022）
第四十六条",,1,,,
665,作业风险点及管控措施,单选题,依据《输变电工程建设施工安全风险管理规定》，设计单位在施工图阶段，应编制（    ）及以上重大风险作业清单。,"{""A"": ""二级"", ""B"": ""三级"", ""C"": ""四级"", ""D"": ""五级""}",B,"国家电网企管〔2021〕311号-输变电工程建设施工安全风险管理规程（Q/GDW12152—2021）
6.1.1",,1,,,
